DATE,Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
2003-02-01,2003,2.0,,,,,1688.0,,,,,
2003-03-01,2003,3.0,,,,,1638.0,,,,,
2003-04-01,2003,4.0,,,,,1662.0,,,,,
2003-05-01,2003,5.0,,,,,1733.0,,,,,
2003-06-01,2003,6.0,,,,,1641.0,,,,,
2003-07-01,2003,7.0,,,,,1680.0,,,,,
2003-08-01,2003,8.0,,,,,1570.0,,,,,
2003-09-01,2003,9.0,,,,,1719.0,,,,,
2003-10-01,2003,10.0,,,,,1728.0,,,,,
2003-11-01,2003,11.0,,,,,1692.0,,,,,
2003-12-01,2003,12.0,,,,,1716.0,,,,,
2004-01-01,2004,1.0,,,,,1709.0,,,,,
2004-02-01,2004,2.0,,,,,1718.0,,,,,
2004-03-01,2004,3.0,,,,,1794.0,,,,,
2004-04-01,2004,4.0,,,,,1938.0,,,,,
2004-05-01,2004,5.0,,,,,1893.0,,,,,
2004-06-01,2004,6.0,,,,,1857.0,,,,,
2004-07-01,2004,7.0,,,,,1881.0,,,,,
2004-08-01,2004,8.0,,,,,1911.0,,,,,
2004-09-01,2004,9.0,,,,,1796.0,,,,,
2004-10-01,2004,10.0,,,,,1839.0,,,,,
2004-11-01,2004,11.0,,,,,1758.0,,,,,
2004-12-01,2004,12.0,,,,,1921.0,,,,,
2005-01-01,2005,1.0,,,,,1892.0,,,,,
2005-02-01,2005,2.0,,,,,1908.0,,,,,
2005-03-01,2005,3.0,,,,,1787.0,,,,,
2005-04-01,2005,4.0,,,,,1927.0,,,,,
2005-05-01,2005,5.0,,,,,2103.0,,,,,
2005-06-01,2005,6.0,,,,,1965.0,,,,,
2005-07-01,2005,7.0,,,,,1886.0,,,,,
2005-08-01,2005,8.0,,,,,1952.0,,,,,
2005-09-01,2005,9.0,,,,,1922.0,,,,,
2005-10-01,2005,10.0,,,,,1962.0,,,,,
2005-11-01,2005,11.0,,,,,1907.0,,,,,
2005-12-01,2005,12.0,,,,,1941.0,,,,,
2006-01-01,2006,1.0,,,,,2036.0,,,,,
2006-02-01,2006,2.0,,,,,2048.0,,,,,
2006-03-01,2006,3.0,,,,,2245.0,,,,,
2006-04-01,2006,4.0,,,,,2071.0,,,,,
2006-05-01,2006,5.0,,,,,1897.0,,,,,
2006-06-01,2006,6.0,,,,,2050.0,,,,,
2006-07-01,2006,7.0,,,,,1934.0,,,,,
2006-08-01,2006,8.0,,,,,1877.0,,,,,
2006-09-01,2006,9.0,,,,,2011.0,,,,,
2006-10-01,2006,10.0,,,,,1918.0,,,,,
2006-11-01,2006,11.0,,,,,1893.0,,,,,
2006-12-01,2006,12.0,,,,,1888.0,,,,,
2007-01-01,2007,1.0,,,,,1822.0,,,,,
2007-02-01,2007,2.0,,,,,1640.0,,,,,
2007-03-01,2007,3.0,,,,,1623.0,,,,,
2007-04-01,2007,4.0,,,,,1539.0,,,,,
2007-05-01,2007,5.0,,,,,1536.0,,,,,
2007-06-01,2007,6.0,,,,,1481.0,,,,,
2007-07-01,2007,7.0,,,,,1534.0,,,,,
2007-08-01,2007,8.0,,,,,1512.0,,,,,
2007-09-01,2007,9.0,,,,,1356.0,,,,,
2007-10-01,2007,10.0,,,,,1405.0,,,,,
2007-11-01,2007,11.0,,,,,1390.0,,,,,
2007-12-01,2007,12.0,,,,,1328.0,,,,,
2008-01-01,2008,1.0,,,,,1331.0,,,,,
2008-02-01,2008,2.0,,,,,1274.0,,,,,
2008-03-01,2008,3.0,,,,,1195.0,,,,,
2008-04-01,2008,4.0,,,,,1022.0,,,,,
2008-05-01,2008,5.0,,,,,1142.0,,,,,
2008-06-01,2008,6.0,,,,,1142.0,,,,,
2008-07-01,2008,7.0,,,,,1087.0,,,,,
2008-08-01,2008,8.0,,,,,1017.0,,,,,
2008-09-01,2008,9.0,,,,,1160.0,,,,,
2008-10-01,2008,10.0,,,,,1055.0,,,,,
2008-11-01,2008,11.0,,,,,1076.0,,,,,
2008-12-01,2008,12.0,,,,,1021.0,,,,,
2009-01-01,2009,1.0,,,,,777.0,,,,,
2009-02-01,2009,2.0,,,,,819.0,,,,,
2009-03-01,2009,3.0,,,,,839.0,,,,,
2009-04-01,2009,4.0,,,,,846.0,,,,,
2009-05-01,2009,5.0,,,,,818.0,,,,,
2009-06-01,2009,6.0,,,,,797.0,,,,,
2009-07-01,2009,7.0,,,,,797.0,,,,,
2009-08-01,2009,8.0,,,,,792.0,,,,,
2009-09-01,2009,9.0,,,,,721.0,,,,,
2009-10-01,2009,10.0,,,,,746.0,,,,,
2009-11-01,2009,11.0,,,,,844.0,,,,,
2009-12-01,2009,12.0,,,,,750.0,,,,,
2010-01-01,2010,1.0,,,,,689.0,,,,,
2010-02-01,2010,2.0,,,,,670.0,,,,,
2010-03-01,2010,3.0,,,,,635.0,,,,,
2010-04-01,2010,4.0,,,,,737.0,,,,,
2010-05-01,2010,5.0,,,,,702.0,,,,,
2010-06-01,2010,6.0,,,,,894.0,,,,,
2010-07-01,2010,7.0,,,,,572.0,,,,,
2010-08-01,2010,8.0,,,,,592.0,,,,,
2010-09-01,2010,9.0,,,,,632.0,,,,,
2010-10-01,2010,10.0,,,,,605.0,,,,,
2010-11-01,2010,11.0,,,,,552.0,,,,,
2010-12-01,2010,12.0,,,,,565.0,,,,,
2011-01-01,2011,1.0,,,,,520.0,,,,,
2011-02-01,2011,2.0,,,,,615.0,,,,,
2011-03-01,2011,3.0,,,,,591.0,,,,,
2011-04-01,2011,4.0,,,,,549.0,,,,,
2011-05-01,2011,5.0,,,,,549.0,,,,,
2011-06-01,2011,6.0,,,,,579.0,,,,,
2011-07-01,2011,7.0,,,,,634.0,,,,,
2011-08-01,2011,8.0,,,,,614.0,,,,,
2011-09-01,2011,9.0,,,,,603.0,,,,,
2011-10-01,2011,10.0,,,,,566.0,,,,,
2011-11-01,2011,11.0,,,,,585.0,,,,,
2011-12-01,2011,12.0,,,,,610.0,,,,,
2012-01-01,2012,1.0,,,,,545.0,,,,,
2012-02-01,2012,2.0,,,,,561.0,,,,,
2012-03-01,2012,3.0,,,,,582.0,,,,,
2012-04-01,2012,4.0,,,,,671.0,,,,,
2012-05-01,2012,5.0,,,,,626.0,,,,,
2012-06-01,2012,6.0,,,,,625.0,,,,,
2012-07-01,2012,7.0,,,,,676.0,,,,,
2012-08-01,2012,8.0,,,,,684.0,,,,,
2012-09-01,2012,9.0,,,,,652.0,,,,,
2012-10-01,2012,10.0,,,,,730.0,,,,,
2012-11-01,2012,11.0,,,,,668.0,,,,,
2012-12-01,2012,12.0,,,,,677.0,,,,,
2013-01-01,2013,1.0,,,,,714.0,,,,,
2013-02-01,2013,2.0,,,,,729.0,,,,,
2013-03-01,2013,3.0,,,,,816.0,,,,,
2013-04-01,2013,4.0,,,,,712.0,,,,,
2013-05-01,2013,5.0,,,,,708.0,,,,,
2013-06-01,2013,6.0,,,,,736.0,,,,,
2013-07-01,2013,7.0,,,,,784.0,,,,,
2013-08-01,2013,8.0,,,,,765.0,,,,,
2013-09-01,2013,9.0,,,,,776.0,,,,,
2013-10-01,2013,10.0,,,,,801.0,,,,,
2013-11-01,2013,11.0,,,,,839.0,,,,,
2013-12-01,2013,12.0,,,,,778.0,,,,,
2014-01-01,2014,1.0,,,,,838.0,,,,,
2014-02-01,2014,2.0,,,,,876.0,,,,,
2014-03-01,2014,3.0,,,,,893.0,,,,,
2014-04-01,2014,4.0,,,,,834.0,,,,,
2014-05-01,2014,5.0,,,,,891.0,,,,,
2014-06-01,2014,6.0,,,,,800.0,,,,,
2014-07-01,2014,7.0,,,,,839.0,,,,,
2014-08-01,2014,8.0,,,,,908.0,,,,,
2014-09-01,2014,9.0,,,,,975.0,,,,,
2014-10-01,2014,10.0,,,,,920.0,,,,,
2014-11-01,2014,11.0,,,,,863.0,,,,,
2014-12-01,2014,12.0,,,,,955.0,,,,,
2015-01-01,2015,1.0,,,,,954.0,,,,,
2015-02-01,2015,2.0,,,,,863.0,,,,,
2015-03-01,2015,3.0,,,,,781.0,,,,,
2015-04-01,2015,4.0,,,,,1001.0,,,,,
2015-05-01,2015,5.0,,,,,1012.0,,,,,
2015-06-01,2015,6.0,,,,,962.0,,,,,
2015-07-01,2015,7.0,,,,,988.0,,,,,
2015-08-01,2015,8.0,,,,,974.0,,,,,
2015-09-01,2015,9.0,,,,,1040.0,,,,,
2015-10-01,2015,10.0,,,,,985.0,,,,,
2015-11-01,2015,11.0,,,,,1000.0,,,,,
2015-12-01,2015,12.0,,,,,1023.0,,,,,
2016-01-01,2016,1.0,,,,,1056.0,,,,,
2016-02-01,2016,2.0,,,,,1037.0,,,,,
2016-03-01,2016,3.0,,,,,1003.0,,,,,
2016-04-01,2016,4.0,,,,,945.0,,,,,
2016-05-01,2016,5.0,,,,,1000.0,,,,,
2016-06-01,2016,6.0,,,,,1109.0,,,,,
2016-07-01,2016,7.0,,,,,1072.0,,,,,
2016-08-01,2016,8.0,,,,,1054.0,,,,,
2016-09-01,2016,9.0,,,,,1035.0,,,,,
2016-10-01,2016,10.0,,,,,1070.0,,,,,
2016-11-01,2016,11.0,,,,,1244.0,,,,,
2016-12-01,2016,12.0,,,,,1101.0,,,,,
2017-01-01,2017,1.0,,,,,1081.0,,,,,
2017-02-01,2017,2.0,,,,,1148.0,,,,,
2017-03-01,2017,3.0,,,,,1147.0,,,,,
2017-04-01,2017,4.0,,,,,1069.0,,,,,
2017-05-01,2017,5.0,,,,,1170.0,,,,,
2017-06-01,2017,6.0,,,,,1236.0,,,,,
2017-07-01,2017,7.0,,,,,1173.0,,,,,
2017-08-01,2017,8.0,,,,,1107.0,,,,,
2017-09-01,2017,9.0,,,,,1113.0,,,,,
2017-10-01,2017,10.0,,,,,1196.0,,,,,
2017-11-01,2017,11.0,,,,,1182.0,,,,,
2017-12-01,2017,12.0,,,,,1200.0,,,,,
2018-01-01,2018,1.0,,,,,1208.0,,,,,
2018-02-01,2018,2.0,,,,,1288.0,,,,,
2018-03-01,2018,3.0,,,,,1181.0,,,,,
2018-04-01,2018,4.0,,,,,1224.0,,,,,
2018-05-01,2018,5.0,,,,,1262.0,,,,,
2018-06-01,2018,6.0,,,,,1212.0,,,,,
2018-07-01,2018,7.0,,,,,1150.0,,,,,
2018-08-01,2018,8.0,,,,,1262.0,,,,,
2018-09-01,2018,9.0,,,,,1187.0,,,,,
2018-10-01,2018,10.0,,,,,1122.0,,,,,
2018-11-01,2018,11.0,,,,,1131.0,,,,,
2018-12-01,2018,12.0,,,,,1053.0,,,,,
2019-01-01,2019,1.0,,,,,1258.0,,,,,
2019-02-01,2019,2.0,,,,,1334.0,,,,,
2019-03-01,2019,3.0,,,,,1301.0,,,,,
2019-04-01,2019,4.0,,,,,1329.0,,,,,
2019-05-01,2019,5.0,,,,,1226.0,,,,,
2019-06-01,2019,6.0,,,,,1169.0,,,,,
2019-07-01,2019,7.0,,,,,1219.0,,,,,
2019-08-01,2019,8.0,,,,,1294.0,,,,,
2019-09-01,2019,9.0,,,,,1150.0,,,,,
2019-10-01,2019,10.0,,,,,1294.0,,,,,
2019-11-01,2019,11.0,,,,,1244.0,,,,,
2019-12-01,2019,12.0,,,,,1310.0,,,,,
2020-01-01,2020,1.0,,,,,1302.0,,,,,
2020-02-01,2020,2.0,,,,,1271.0,,,,,
2020-03-01,2020,3.0,,,,,1247.0,,,,,
2020-04-01,2020,4.0,,,,,1207.0,,,,,
2020-05-01,2020,5.0,,,,,1171.0,,,,,
2020-06-01,2020,6.0,,,,,1244.0,,,,,
2020-07-01,2020,7.0,,,,,1314.0,,,,,
2020-08-01,2020,8.0,,,,,1238.0,,,,,
2020-09-01,2020,9.0,,,,,1446.0,,,,,
2020-10-01,2020,10.0,,,,,1370.0,,,,,
2020-11-01,2020,11.0,,,,,1240.0,,,,,
2020-12-01,2020,12.0,,,,,1386.0,,,,,
2021-01-01,2021,1.0,,,,,1344.0,,,,,
2021-02-01,2021,2.0,,,,,1322.0,,,,,
2021-03-01,2021,3.0,,,,,1459.0,,,,,
2021-04-01,2021,4.0,,,,,1438.0,,,,,
2021-05-01,2021,5.0,,,,,1337.0,,,,,
2021-06-01,2021,6.0,,,,,1298.0,,,,,
2021-07-01,2021,7.0,,,,,1361.0,,,,,
2021-08-01,2021,8.0,,,,,1312.0,,,,,
2021-09-01,2021,9.0,,,,,1232.0,,,,,
2021-10-01,2021,10.0,,,,,1259.0,,,,,
2021-11-01,2021,11.0,,,,,1389.0,,,,,
2021-12-01,2021,12.0,,,,,1337.0,,,,,
2022-01-01,2022,1.0,,,,,1256.0,,,,,
2022-02-01,2022,2.0,,,,,1371.0,,,,,
2022-03-01,2022,3.0,,,,,1356.0,,,,,
2022-04-01,2022,4.0,,,,,1361.0,,,,,
2022-05-01,2022,5.0,,,,,1446.0,,,,,
2022-06-01,2022,6.0,,,,,1392.0,,,,,
2022-07-01,2022,7.0,,,,,1396.0,,,,,
2022-08-01,2022,8.0,,,,,1355.0,,,,,
2022-09-01,2022,9.0,,,,,1438.0,,,,,
2022-10-01,2022,10.0,,,,,1348.0,,,,,
2022-11-01,2022,11.0,,,,,1543.0,,,,,
2022-12-01,2022,12.0,,,,,1390.0,,,,,
2023-01-01,2023,1.0,,,,,1377.0,,,,,
2023-02-01,2023,2.0,,,,,1577.0,,,,,
2023-03-01,2023,3.0,,,,,1528.0,,,,,
2023-04-01,2023,4.0,,,,,1416.0,,,,,
2023-05-01,2023,5.0,,,,,1534.0,,,,,
2023-06-01,2023,6.0,,,,,1492.0,,,,,
2023-07-01,2023,7.0,,,,,1334.0,,,,,
2023-08-01,2023,8.0,,,,,1370.0,,,,,
2023-09-01,2023,9.0,,,,,1478.0,,,,,
2023-10-01,2023,10.0,,,,,1410.0,,,,,
1959-01-01,1959,1.0,,,,,,2318.4,,,,
1959-02-01,1959,2.0,,,,,,2325.4,,,,
1959-03-01,1959,3.0,,,,,,2338.7,,,,
1959-04-01,1959,4.0,,,,,,2353.8,,,,
1959-05-01,1959,5.0,,,,,,2366.6,,,,
1959-06-01,1959,6.0,,,,,,2374.5,,,,
1959-07-01,1959,7.0,,,,,,2370.8,,,,
1959-08-01,1959,8.0,,,,,,2356.8,,,,
1959-09-01,1959,9.0,,,,,,2357.8,,,,
1959-10-01,1959,10.0,,,,,,2359.5,,,,
1959-11-01,1959,11.0,,,,,,2376.6,,,,
1959-12-01,1959,12.0,,,,,,2399.7,,,,
1960-01-01,1960,1.0,,,,,,2404.9,,,,
1960-02-01,1960,2.0,,,,,,2405.3,,,,
1960-03-01,1960,3.0,,,,,,2408.1,,,,
1960-04-01,1960,4.0,,,,,,2417.3,,,,
1960-05-01,1960,5.0,,,,,,2422.6,,,,
1960-06-01,1960,6.0,,,,,,2424.9,,,,
1960-07-01,1960,7.0,,,,,,2428.8,,,,
1960-08-01,1960,8.0,,,,,,2423.3,,,,
1960-09-01,1960,9.0,,,,,,2426.7,,,,
1960-10-01,1960,10.0,,,,,,2435.6,,,,
1960-11-01,1960,11.0,,,,,,2425.5,,,,
1960-12-01,1960,12.0,,,,,,2414.6,,,,
1961-01-01,1961,1.0,,,,,,2437.9,,,,
1961-02-01,1961,2.0,,,,,,2448.1,,,,
1961-03-01,1961,3.0,,,,,,2458.4,,,,
1961-04-01,1961,4.0,,,,,,2463.4,,,,
1961-05-01,1961,5.0,,,,,,2483.5,,,,
1961-06-01,1961,6.0,,,,,,2509.1,,,,
1961-07-01,1961,7.0,,,,,,2517.6,,,,
1961-08-01,1961,8.0,,,,,,2517.7,,,,
1961-09-01,1961,9.0,,,,,,2519.9,,,,
1961-10-01,1961,10.0,,,,,,2546.6,,,,
1961-11-01,1961,11.0,,,,,,2570.1,,,,
1961-12-01,1961,12.0,,,,,,2585.8,,,,
1962-01-01,1962,1.0,,,,,,2579.4,,,,
1962-02-01,1962,2.0,,,,,,2590.9,,,,
1962-03-01,1962,3.0,,,,,,2608.1,,,,
1962-04-01,1962,4.0,,,,,,2619.6,,,,
1962-05-01,1962,5.0,,,,,,2621.1,,,,
1962-06-01,1962,6.0,,,,,,2621.6,,,,
1962-07-01,1962,7.0,,,,,,2633.0,,,,
1962-08-01,1962,8.0,,,,,,2635.5,,,,
1962-09-01,1962,9.0,,,,,,2636.3,,,,
1962-10-01,1962,10.0,,,,,,2649.3,,,,
1962-11-01,1962,11.0,,,,,,2656.5,,,,
1962-12-01,1962,12.0,,,,,,2669.0,,,,
1963-01-01,1963,1.0,,,,,,2688.2,,,,
1963-02-01,1963,2.0,,,,,,2672.3,,,,
1963-03-01,1963,3.0,,,,,,2683.6,,,,
1963-04-01,1963,4.0,,,,,,2694.6,,,,
1963-05-01,1963,5.0,,,,,,2705.0,,,,
1963-06-01,1963,6.0,,,,,,2718.6,,,,
1963-07-01,1963,7.0,,,,,,2721.6,,,,
1963-08-01,1963,8.0,,,,,,2732.5,,,,
1963-09-01,1963,9.0,,,,,,2752.9,,,,
1963-10-01,1963,10.0,,,,,,2768.9,,,,
1963-11-01,1963,11.0,,,,,,2774.7,,,,
1963-12-01,1963,12.0,,,,,,2797.1,,,,
1964-01-01,1964,1.0,,,,,,2806.4,,,,
1964-02-01,1964,2.0,,,,,,2815.3,,,,
1964-03-01,1964,3.0,,,,,,2882.1,,,,
1964-04-01,1964,4.0,,,,,,2897.7,,,,
1964-05-01,1964,5.0,,,,,,2912.9,,,,
1964-06-01,1964,6.0,,,,,,2922.5,,,,
1964-07-01,1964,7.0,,,,,,2936.4,,,,
1964-08-01,1964,8.0,,,,,,2949.4,,,,
1964-09-01,1964,9.0,,,,,,2961.1,,,,
1964-10-01,1964,10.0,,,,,,2960.2,,,,
1964-11-01,1964,11.0,,,,,,2979.4,,,,
1964-12-01,1964,12.0,,,,,,3008.0,,,,
1965-01-01,1965,1.0,,,,,,3013.8,,,,
1965-02-01,1965,2.0,,,,,,3014.5,,,,
1965-03-01,1965,3.0,,,,,,3024.6,,,,
1965-04-01,1965,4.0,,,,,,3027.8,,,,
1965-05-01,1965,5.0,,,,,,3061.4,,,,
1965-06-01,1965,6.0,,,,,,3065.8,,,,
1965-07-01,1965,7.0,,,,,,3097.8,,,,
1965-08-01,1965,8.0,,,,,,3113.1,,,,
1965-09-01,1965,9.0,,,,,,3194.5,,,,
1965-10-01,1965,10.0,,,,,,3178.9,,,,
1965-11-01,1965,11.0,,,,,,3201.4,,,,
1965-12-01,1965,12.0,,,,,,3214.6,,,,
1966-01-01,1966,1.0,,,,,,3216.8,,,,
1966-02-01,1966,2.0,,,,,,3230.2,,,,
1966-03-01,1966,3.0,,,,,,3242.8,,,,
1966-04-01,1966,4.0,,,,,,3230.5,,,,
1966-05-01,1966,5.0,,,,,,3235.7,,,,
1966-06-01,1966,6.0,,,,,,3249.2,,,,
1966-07-01,1966,7.0,,,,,,3260.4,,,,
1966-08-01,1966,8.0,,,,,,3277.2,,,,
1966-09-01,1966,9.0,,,,,,3296.6,,,,
1966-10-01,1966,10.0,,,,,,3307.3,,,,
1966-11-01,1966,11.0,,,,,,3322.5,,,,
1966-12-01,1966,12.0,,,,,,3319.6,,,,
1967-01-01,1967,1.0,,,,,,3353.7,,,,
1967-02-01,1967,2.0,,,,,,3360.2,,,,
1967-03-01,1967,3.0,,,,,,3385.5,,,,
1967-04-01,1967,4.0,,,,,,3384.5,,,,
1967-05-01,1967,5.0,,,,,,3391.3,,,,
1967-06-01,1967,6.0,,,,,,3403.8,,,,
1967-07-01,1967,7.0,,,,,,3417.4,,,,
1967-08-01,1967,8.0,,,,,,3429.7,,,,
1967-09-01,1967,9.0,,,,,,3429.3,,,,
1967-10-01,1967,10.0,,,,,,3434.5,,,,
1967-11-01,1967,11.0,,,,,,3455.3,,,,
1967-12-01,1967,12.0,,,,,,3461.6,,,,
1968-01-01,1968,1.0,,,,,,3480.2,,,,
1968-02-01,1968,2.0,,,,,,3505.4,,,,
1968-03-01,1968,3.0,,,,,,3538.4,,,,
1968-04-01,1968,4.0,,,,,,3550.7,,,,
1968-05-01,1968,5.0,,,,,,3565.2,,,,
1968-06-01,1968,6.0,,,,,,3581.3,,,,
1968-07-01,1968,7.0,,,,,,3573.9,,,,
1968-08-01,1968,8.0,,,,,,3578.5,,,,
1968-09-01,1968,9.0,,,,,,3578.9,,,,
1968-10-01,1968,10.0,,,,,,3591.7,,,,
1968-11-01,1968,11.0,,,,,,3605.1,,,,
1968-12-01,1968,12.0,,,,,,3617.6,,,,
1969-01-01,1969,1.0,,,,,,3611.0,,,,
1969-02-01,1969,2.0,,,,,,3611.8,,,,
1969-03-01,1969,3.0,,,,,,3618.3,,,,
1969-04-01,1969,4.0,,,,,,3613.0,,,,
1969-05-01,1969,5.0,,,,,,3654.1,,,,
1969-06-01,1969,6.0,,,,,,3679.9,,,,
1969-07-01,1969,7.0,,,,,,3705.6,,,,
1969-08-01,1969,8.0,,,,,,3728.3,,,,
1969-09-01,1969,9.0,,,,,,3736.6,,,,
1969-10-01,1969,10.0,,,,,,3745.4,,,,
1969-11-01,1969,11.0,,,,,,3751.9,,,,
1969-12-01,1969,12.0,,,,,,3758.6,,,,
1970-01-01,1970,1.0,,,,,,3778.6,,,,
1970-02-01,1970,2.0,,,,,,3790.5,,,,
1970-03-01,1970,3.0,,,,,,3805.0,,,,
1970-04-01,1970,4.0,,,,,,3846.0,,,,
1970-05-01,1970,5.0,,,,,,3830.3,,,,
1970-06-01,1970,6.0,,,,,,3838.2,,,,
1970-07-01,1970,7.0,,,,,,3892.6,,,,
1970-08-01,1970,8.0,,,,,,3905.1,,,,
1970-09-01,1970,9.0,,,,,,3900.8,,,,
1970-10-01,1970,10.0,,,,,,3888.1,,,,
1970-11-01,1970,11.0,,,,,,3882.3,,,,
1970-12-01,1970,12.0,,,,,,3900.0,,,,
1971-01-01,1971,1.0,,,,,,3959.8,,,,
1971-02-01,1971,2.0,,,,,,3965.2,,,,
1971-03-01,1971,3.0,,,,,,3978.2,,,,
1971-04-01,1971,4.0,,,,,,3986.5,,,,
1971-05-01,1971,5.0,,,,,,4002.6,,,,
1971-06-01,1971,6.0,,,,,,4087.3,,,,
1971-07-01,1971,7.0,,,,,,4029.1,,,,
1971-08-01,1971,8.0,,,,,,4043.3,,,,
1971-09-01,1971,9.0,,,,,,4067.3,,,,
1971-10-01,1971,10.0,,,,,,4080.4,,,,
1971-11-01,1971,11.0,,,,,,4090.0,,,,
1971-12-01,1971,12.0,,,,,,4110.9,,,,
1972-01-01,1972,1.0,,,,,,4090.1,,,,
1972-02-01,1972,2.0,,,,,,4115.2,,,,
1972-03-01,1972,3.0,,,,,,4132.3,,,,
1972-04-01,1972,4.0,,,,,,4130.6,,,,
1972-05-01,1972,5.0,,,,,,4160.9,,,,
1972-06-01,1972,6.0,,,,,,4174.2,,,,
1972-07-01,1972,7.0,,,,,,4204.5,,,,
1972-08-01,1972,8.0,,,,,,4243.5,,,,
1972-09-01,1972,9.0,,,,,,4260.0,,,,
1972-10-01,1972,10.0,,,,,,4366.9,,,,
1972-11-01,1972,11.0,,,,,,4415.4,,,,
1972-12-01,1972,12.0,,,,,,4435.1,,,,
1973-01-01,1973,1.0,,,,,,4411.9,,,,
1973-02-01,1973,2.0,,,,,,4444.7,,,,
1973-03-01,1973,3.0,,,,,,4461.0,,,,
1973-04-01,1973,4.0,,,,,,4466.7,,,,
1973-05-01,1973,5.0,,,,,,4475.0,,,,
1973-06-01,1973,6.0,,,,,,4488.3,,,,
1973-07-01,1973,7.0,,,,,,4499.0,,,,
1973-08-01,1973,8.0,,,,,,4484.4,,,,
1973-09-01,1973,9.0,,,,,,4507.3,,,,
1973-10-01,1973,10.0,,,,,,4546.9,,,,
1973-11-01,1973,11.0,,,,,,4554.1,,,,
1973-12-01,1973,12.0,,,,,,4537.2,,,,
1974-01-01,1974,1.0,,,,,,4504.1,,,,
1974-02-01,1974,2.0,,,,,,4470.2,,,,
1974-03-01,1974,3.0,,,,,,4438.2,,,,
1974-04-01,1974,4.0,,,,,,4435.1,,,,
1974-05-01,1974,5.0,,,,,,4430.6,,,,
1974-06-01,1974,6.0,,,,,,4421.7,,,,
1974-07-01,1974,7.0,,,,,,4438.7,,,,
1974-08-01,1974,8.0,,,,,,4432.6,,,,
1974-09-01,1974,9.0,,,,,,4428.0,,,,
1974-10-01,1974,10.0,,,,,,4442.6,,,,
1974-11-01,1974,11.0,,,,,,4419.0,,,,
1974-12-01,1974,12.0,,,,,,4419.7,,,,
1975-01-01,1975,1.0,,,,,,4417.4,,,,
1975-02-01,1975,2.0,,,,,,4420.1,,,,
1975-03-01,1975,3.0,,,,,,4424.1,,,,
1975-04-01,1975,4.0,,,,,,4505.1,,,,
1975-05-01,1975,5.0,,,,,,4765.1,,,,
1975-06-01,1975,6.0,,,,,,4604.9,,,,
1975-07-01,1975,7.0,,,,,,4533.9,,,,
1975-08-01,1975,8.0,,,,,,4564.1,,,,
1975-09-01,1975,9.0,,,,,,4575.2,,,,
1975-10-01,1975,10.0,,,,,,4594.3,,,,
1975-11-01,1975,11.0,,,,,,4590.9,,,,
1975-12-01,1975,12.0,,,,,,4595.3,,,,
1976-01-01,1976,1.0,,,,,,4625.1,,,,
1976-02-01,1976,2.0,,,,,,4653.7,,,,
1976-03-01,1976,3.0,,,,,,4667.6,,,,
1976-04-01,1976,4.0,,,,,,4673.7,,,,
1976-05-01,1976,5.0,,,,,,4673.8,,,,
1976-06-01,1976,6.0,,,,,,4678.3,,,,
1976-07-01,1976,7.0,,,,,,4705.1,,,,
1976-08-01,1976,8.0,,,,,,4714.6,,,,
1976-09-01,1976,9.0,,,,,,4715.6,,,,
1976-10-01,1976,10.0,,,,,,4707.4,,,,
1976-11-01,1976,11.0,,,,,,4749.8,,,,
1976-12-01,1976,12.0,,,,,,4767.9,,,,
1977-01-01,1977,1.0,,,,,,4758.3,,,,
1977-02-01,1977,2.0,,,,,,4716.2,,,,
1977-03-01,1977,3.0,,,,,,4782.4,,,,
1977-04-01,1977,4.0,,,,,,4789.7,,,,
1977-05-01,1977,5.0,,,,,,4790.6,,,,
1977-06-01,1977,6.0,,,,,,4810.5,,,,
1977-07-01,1977,7.0,,,,,,4841.6,,,,
1977-08-01,1977,8.0,,,,,,4861.2,,,,
1977-09-01,1977,9.0,,,,,,4887.8,,,,
1977-10-01,1977,10.0,,,,,,4923.4,,,,
1977-11-01,1977,11.0,,,,,,4962.7,,,,
1977-12-01,1977,12.0,,,,,,4983.5,,,,
1978-01-01,1978,1.0,,,,,,4962.0,,,,
1978-02-01,1978,2.0,,,,,,4991.5,,,,
1978-03-01,1978,3.0,,,,,,5033.0,,,,
1978-04-01,1978,4.0,,,,,,5050.5,,,,
1978-05-01,1978,5.0,,,,,,5047.2,,,,
1978-06-01,1978,6.0,,,,,,5047.5,,,,
1978-07-01,1978,7.0,,,,,,5072.8,,,,
1978-08-01,1978,8.0,,,,,,5094.2,,,,
1978-09-01,1978,9.0,,,,,,5095.8,,,,
1978-10-01,1978,10.0,,,,,,5109.5,,,,
1978-11-01,1978,11.0,,,,,,5114.1,,,,
1978-12-01,1978,12.0,,,,,,5139.6,,,,
1979-01-01,1979,1.0,,,,,,5164.0,,,,
1979-02-01,1979,2.0,,,,,,5184.7,,,,
1979-03-01,1979,3.0,,,,,,5198.5,,,,
1979-04-01,1979,4.0,,,,,,5156.1,,,,
1979-05-01,1979,5.0,,,,,,5132.2,,,,
1979-06-01,1979,6.0,,,,,,5118.9,,,,
1979-07-01,1979,7.0,,,,,,5156.2,,,,
1979-08-01,1979,8.0,,,,,,5163.7,,,,
1979-09-01,1979,9.0,,,,,,5159.3,,,,
1979-10-01,1979,10.0,,,,,,5156.6,,,,
1979-11-01,1979,11.0,,,,,,5171.2,,,,
